Total_Charge,High_Customer_Service_Calls,Customer service calls,Total_Minutes,Total day minutes,Total day charge,International plan_No,International plan_Yes,Service_Calls_per_Month,Has_International_Plan,State_Churn_Rate,Intl_Calls_per_Minute,Total eve minutes,Day_Calls_per_Minute,Day_Minutes_Pct,Total intl minutes,Total intl calls,Eve_Calls_per_Minute,Total intl charge,Total eve charge,International_to_Day_Ratio,Night_Charge_per_Minute,Eve_Charge_per_Minute,Day_to_Eve_Ratio,Intl_Minutes_Pct,Account length,Eve_Minutes_Pct,Intl_Charge_per_Minute,Night_Minutes_Pct,Minutes_Variability
1.1092261966821284,-0.2877205912844273,-0.43470155135945476,0.3404153255705162,1.6883803564849962,1.6886572965979703,1.0,0.0,-0.12908398749497335,-0.33141910885730924,1.1653511613205332,0.02186894836237435,-0.5621701772898731,-0.3516755096520608,1.734889084209651,0.025481256859449318,0.2143881457824011,1.0774731410774405,0.023442665102581937,-0.5622320105199171,-0.03198623138493471,-1.465968228445944,-0.08909360805860977,1.3534209978352696,-0.20646386257509244,0.03330279499438353,-0.8584977664888896,0.06746215199680242,-0.934095041933122,0.22939716296398371
0.7963991290771173,-0.2877205912844273,0.3268298434625318,0.6667226275472244,1.1184321417350898,1.1179471798715146,1.0,0.0,-0.1056943298811271,-0.33141910885730924,0.6747315867774448,0.32282031410035716,-0.9328622021703216,-0.3672262518580489,0.8603452032264931,-0.010095717354268225,0.6239540300190309,0.46119331545628095,-0.01608786112892788,-0.9317787058745856,-0.03177765082487881,1.2053257646934616,1.8914863235840438,1.3395674114725684,-0.3645490678232038,1.4230130231229974,-1.4213270584804398,0.052859420867793966,0.5633643370239171,-0.033433891563588204
-0.9772355481621972,-0.2877205912844273,-0.43470155135945476,-0.9451040453041574,-0.6559697436675297,-0.6560281829569147,1.0,0.0,-0.1063368682804302,-0.33141910885730924,2.9784159677992545,-0.49849396863586376,-1.2684360352199906,-0.034204403168410814,-0.22083367658849337,0.986059560629809,-0.1951777384542287,0.5985344397461051,0.9853521367359938,-1.2691909059810222,-0.029547202676314843,0.5537618679513994,-1.4279539742206349,0.20614599049107413,1.3916733082013344,-0.5478487549503095,-0.959036084503984,0.07226692159409064,1.0914730660482226,0.027422947335031547
-0.03211861967069659,-0.2877205912844273,-0.43470155135945476,0.059002652389263506,-0.17824615913605507,-0.17862808531501326,1.0,0.0,-0.14684112601225505,-0.33141910885730924,-1.030755505681862,-0.8901445382435988,0.16750780852743083,-0.02960243020457867,-0.22601356216699636,0.4524049474240535,-1.0143095069274883,0.17016308870487315,0.45827845364919284,0.1676800958327826,-0.030601051300284194,-1.3555873193802548,0.20033211261175896,-0.3477552367265616,0.26706827650303677,0.7913265557918093,0.1467183848730314,0.09378393326890314,0.06763090515469414,-1.0106708916752205
0.8276818358376181,3.4755941364358116,1.8498926331065049,0.38968991815089127,1.0796977970433486,1.079972172104545,1.0,0.0,0.1283384458313464,-0.33141910885730924,-1.2675905383978066,-0.40688756421913935,-0.26561655738551454,-0.3729420544430433,1.0099567297548298,0.5591358700652049,-0.1951777384542287,-0.08212475495028711,0.5636931902665532,-0.2661355900183502,-0.031446702592693596,-0.021555189810078017,-0.7365908934025956,0.6766378361834654,0.18890231596674886,-0.14356941585834915,-0.5584075502491715,0.08904289679818071,-0.5087397411398311,-0.8146370558584172
-2.7831008929729366,-0.2877205912844273,0.3268298434625318,-2.545980808693233,-2.4820174219924707,-2.4820835564371877,1.0,0.0,0.0540765298013161,-0.33141910885730924,-0.9087495797372845,0.39311054237929605,-0.9660293833438351,1.673892201921161,-2.297374734226073,-0.15240361420913587,0.6239540300190309,-0.2418894731517627,-0.14785628190062824,-0.9662085222119771,-0.02359942366589412,-0.2213546389091323,-0.28937697193296397,-1.4909454313409398,1.6639760290490235,-1.002663011428765,1.0991365594316105,0.09246656520717925,1.1661080475274987,2.0087386484721863
-0.0387543453471672,-0.2877205912844273,-0.43470155135945476,0.03600784251842278,0.16482946527650952,0.16531698503153833,1.0,0.0,-0.14294601175685132,-0.33141910885730924,-0.13234823281724598,1.4803044830543652,-0.3670691115633213,-0.24255556002638712,0.19369600732358844,-1.4687516601166666,0.6239540300190309,0.6250974625207764,-1.4655404896176307,-0.36712971794136506,-0.03224898875904642,0.2584570537018572,-0.0890936080577687,0.1512743205319857,-1.3000769292376413,0.589186886245829,-0.4577099326230214,0.09660583643937223,0.3614166825985781,-1.1112695347390873
-0.8122903670613728,-0.2877205912844273,1.0883612382845183,-1.0469382033036,-0.4715204832306669,-0.47157814523163455,1.0,0.0,-0.04346052505547795,-0.33141910885730924,-0.8216024897768719,0.028801432396989398,-0.2987837385590281,-0.13574663778595447,0.11090394122491627,-0.721635201628609,-0.1951777384542287,-0.2350571806211388,-0.7276373332961092,-0.29827008526658233,-0.03127467209153055,0.39071654793784844,0.7276954203548175,-0.3058865794228546,-0.2078439781706721,1.1450709774972747,0.4602742762405429,0.04812588410528044,-0.5650307392765788,-0.9302513704066468
0.782179716913254,-0.2877205912844273,-1.1962329461814414,0.8791508711159525,0.28656597716483884,0.28683700988584104,1.0,0.0,-0.20721539697101288,-0.33141910885730924,0.25456273740868723,-0.11526045074338276,1.1839843609627658,-0.18680000591444534,-0.1508969284925649,0.4168279732103366,0.2143881457824011,-1.5007072109673683,0.418747927417683,1.1845073383304108,-0.03103280412773058,-0.3213524004794984,0.49031122854063347,-0.4929730466537234,-0.13240664220628315,-0.8005233418827848,0.665026320154155,0.08094922455059576,-0.5035333569315672,-0.6385886610779837
0.2513216627956605,-0.2877205912844273,-0.43470155135945476,-0.092106098190553,0.637019571994878,0.637292081563873,1.0,0.0,0.6782739104241018,-0.33141910885730924,-1.0830437596581095,-0.5297096823521239,-0.6167984756933078,-0.15022296398012727,0.8472947395099903,-0.04567269156798514,-0.6047436226908585,0.6429491468572309,-0.042441545283267955,-0.6173197166597432,-0.031557951305106004,1.1057265728149268,-0.8054735833323774,0.6621010874776102,-0.07120757153260318,-2.3165708634776365,-0.6709106094210134,0.08696666224322207,-0.2042429655140932,-0.9719004358268463
